"","datasetName","decimalLatitude","decimalLongitude","Year","Month","individualCount","vernacularName","pa"
"3033","NEFSC Right Whale Aerial Survey",42.39087,-68.41265,"2014","06","1","Basking shark",1
"3034","NEFSC Right Whale Aerial Survey",42.54322,-70.18503,"2013","05","1","Basking shark",1
"3035","NEFSC Right Whale Aerial Survey",43.10683,-69.81817,"2005","07","1","Basking shark",1
"3036","NEFSC Right Whale Aerial Survey",41.48415,-69.2634,"2002","06","1","Basking shark",1
"3037","AMAPPS Northeast Aerial Cruise Spring 2017",42.991673,-67.602989,"2017","06","1","basking shark",1
"3038","NYSDEC aerial surveys",40.479158,-71.25992,"2018","06","1","basking shark",1
"3039","NEFSC Right Whale Aerial Survey",42.10186,-68.43304,"2016","06","1","Basking shark",1
"3040","AMAPPS Northeast Aerial Cruise Summer 2016",41.193405,-68.176933,"2016","08","1","basking shark",1
"3041","NEFSC Right Whale Aerial Survey",44.26795,-67.62136,"2015","06","1","Basking shark",1
"3042","NEFSC Right Whale Aerial Survey",41.72633,-69.62666,"2006","07","1","Basking shark",1
"3043","AMAPPS Northeast Aerial Cruise Summer 2016",42.56134,-67.946755,"2016","08","1","basking shark",1
"3044","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2016",40.6554,-71.9897,"2017","05","1","basking shark",1
"3045","NEFSC Right Whale Aerial Survey",42.11714,-68.85766,"2014","06","1","Basking shark",1
"3046","NEFSC Right Whale Aerial Survey",42.44101,-69.05788,"2016","05","1","Basking shark",1
"3047","NEFSC Right Whale Aerial Survey",41.46816,-68.99335,"2016","05","1","Basking shark",1
"3048","NEFSC Right Whale Aerial Survey",42.78559,-69.45473,"2009","07","1","Basking shark",1
"3049","NEFSC Right Whale Aerial Survey",42.19181,-68.6832,"2008","07","1","Basking shark",1
"3050","NEFSC Right Whale Aerial Survey",41.28226,-69.02524,"2003","05","1","Basking shark",1
"3051","NEFSC Aerial Circle-Back Abundance Survey 2004",41.089,-68.95802,"2004","07","1","basking shark",1
"3052","NEFSC Aerial Circle-Back Abundance Survey 2004",43.111,-70.41162,"2004","06","1","basking shark",1
"3053","NEFSC Right Whale Aerial Survey",40.89785,-70.80906,"2015","05","1","Basking shark",1
"3054","NEFSC Right Whale Aerial Survey",43.16434,-67.59348,"2015","06","5","Basking shark",1
"3055","NEFSC Right Whale Aerial Survey",43.69467,-63.149,"2015","07","1","Basking shark",1
"3056","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",43.96,-66.86,"2007","08","1","basking shark",1
"3057","NEFSC Right Whale Aerial Survey",43.29554,-69.93896,"2002","06","1","Basking shark",1
"3058","NEFSC Right Whale Aerial Survey",41.66917,-69.68033,"2005","05","1","Basking shark",1
"3059","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2016",40.7118,-72.2163,"2017","05","1","basking shark",1
"3060","NEFSC Right Whale Aerial Survey",41.41293,-68.97466,"2002","07","1","Basking shark",1
"3061","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2016",40.1833,-72.4306,"2017","05","1","basking shark",1
"3062","NEFSC Right Whale Aerial Survey",42.77047,-69.12491,"2011","06","1","Basking shark",1
"3063","NEFSC Right Whale Aerial Survey",41.39972,-69.07876,"2016","05","1","Basking shark",1
"3064","AMAPPS Northeast Aerial Cruise Summer 2021",42.573132,-65.224869,"2021","09","1","Basking shark",1
"3065","NEFSC Right Whale Aerial Survey",41.63084,-68.39496,"2012","06","1","Basking shark",1
"3066","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.4307,-72.3909,"2017","08","1","basking shark",1
"3067","NEFSC Right Whale Aerial Survey",42.864,-70.73217,"2003","06","1","Basking shark",1
"3068","NEFSC Right Whale Aerial Survey",41.88297,-68.43625,"2015","05","1","Basking shark",1
"3069","NEFSC Right Whale Aerial Survey",42.17899,-68.65575,"2014","06","1","Basking shark",1
"3070","NEFSC Right Whale Aerial Survey",42.39304,-68.5854,"2012","07","1","Basking shark",1
"3071","NEFSC Right Whale Aerial Survey",42.31986,-69.24248,"2012","11","1","Basking shark",1
"3072","NEFSC Right Whale Aerial Survey",41.87901,-69.27544,"2011","05","1","Basking shark",1
"3073","NEFSC Right Whale Aerial Survey",41.75014,-68.91319,"2011","06","1","Basking shark",1
"3074","AMAPPS Northeast Aerial Cruise Spring 2019",40.320705,-67.723778,"2019","05","1","basking shark",1
"3075","USGS Patuxent Wildlife Research Center Seabirds Database",43.30252,-69.62975,"2005","07","1","Basking Shark",1
"3076","NEFSC Right Whale Aerial Survey",42.95567,-70.15466,"2006","06","1","Basking shark",1
"3077","NEFSC Right Whale Aerial Survey",42.36394,-68.47533,"2014","06","2","Basking shark",1
"3078","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.4247,-72.2672,"2017","08","1","basking shark",1
"3079","NEFSC Right Whale Aerial Survey",42.05296,-69.22504,"2011","05","1","Basking shark",1
"3080","NEFSC Right Whale Aerial Survey",42.35533,-68.38734,"2007","06","1","Basking shark",1
"3081","NEFSC Right Whale Aerial Survey",41.41233,-68.61833,"2005","06","1","Basking shark",1
"3082","NEFSC Right Whale Aerial Survey",41.40464,-69.2738,"2003","07","1","Basking shark",1
"3083","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",43.71,-67.85,"2007","08","1","basking shark",1
"3084","NEFSC Right Whale Aerial Survey",42.1532,-68.35549,"2009","08","1","Basking shark",1
"3085","NEFSC Right Whale Aerial Survey",41.6292,-68.35382,"2003","06","1","Basking shark",1
"3086","NEFSC Aerial Circle-Back Abundance Survey 2004",41.619,-69.44217,"2004","06","1","basking shark",1
"3087","NEFSC Twin Otter Aerial Survey 2008",40.916,-71.598,"2008","08","1","basking shark",1
"3088","NEFSC Right Whale Aerial Survey",41.70841,-68.52042,"2014","06","1","Basking shark",1
"3089","NEFSC Right Whale Aerial Survey",43.91717,-67.77025,"2005","09","1","Basking shark",1
"3090","AMAPPS Northeast Aerial Cruise Spring 2017",42.367325,-67.338081,"2017","07","1","basking shark",1
"3091","Visual sightings from Song of the Whale 1993-2013",44.7211,-66.61138,"2000","07","1","basking shark",1
"3092","NEFSC Right Whale Aerial Survey",41.62733,-68.488,"2005","07","1","Basking shark",1
"3093","NEFSC Right Whale Aerial Survey",42.58119,-68.9105,"2009","07","1","Basking shark",1
"3094","NEFSC Aerial Circle-Back Abundance Survey 2004",42.013,-69.73268,"2004","06","1","basking shark",1
"3095","NEFSC Right Whale Aerial Survey",41.61189,-68.63534,"2002","06","1","Basking shark",1
"3096","NEFSC Right Whale Aerial Survey",41.85122,-68.39093,"2023","04","1","Basking shark",1
"3097","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.4247,-72.2673,"2017","08","1","basking shark",1
"3098","AMAPPS Northeast Aerial Cruise Spring 2017",42.794197,-63.760685,"2017","06","1","basking shark",1
"3099","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",43.66,-67.82,"2007","08","1","basking shark",1
"3100","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",43.81,-67.6,"2007","08","2","basking shark",1
"3101","NEFSC Right Whale Aerial Survey",43.07687,-68.51695,"2015","06","1","Basking shark",1
"3102","NEFSC Right Whale Aerial Survey",41.38652,-68.96185,"2012","06","1","Basking shark",1
"3103","NEFSC Right Whale Aerial Survey",43.6671,-63.53495,"2015","07","1","Basking shark",1
"3104","NEFSC Twin Otter Aerial Survey 2008",42.117,-68.197,"2008","08","1","basking shark",1
"3105","NEFSC Right Whale Aerial Survey",41.36666,-69.04733,"2006","07","1","Basking shark",1
"3106",NA,41.0284,-71.01673,"2011","06","1","Basking shark",1
"3107","NYSDEC aerial surveys",40.697,-71.959,"2017","05","1","basking shark",1
"3108","NEFSC Right Whale Aerial Survey",42.2753,-69.82904,"2015","06","1","Basking shark",1
"3109","NEFSC Right Whale Aerial Survey",42.08913,-68.69249,"2014","06","1","Basking shark",1
"3110","NEFSC Right Whale Aerial Survey",43.14729,-67.54288,"2015","06","27","Basking shark",1
"3111","NEFSC Right Whale Aerial Survey",42.20653,-68.85529,"2008","06","1","Basking shark",1
"3112","NEFSC Right Whale Aerial Survey",42.46133,-68.48975,"2003","06","1","Basking shark",1
"3113","NEFSC Right Whale Aerial Survey",42.40181,-68.53324,"2016","05","1","Basking shark",1
"3114","NEFSC Right Whale Aerial Survey",41.9041,-69.46396,"2003","06","1","Basking shark",1
"3115","NEFSC Right Whale Aerial Survey",43.01785,-68.87722,"2015","06","1","Basking shark",1
"3116","NEFSC Right Whale Aerial Survey",42.48429,-68.97385,"2014","06","1","Basking shark",1
"3117","NEFSC Right Whale Aerial Survey",42.98372,-68.67008,"2015","06","1","Basking shark",1
"3118","NEFSC Right Whale Aerial Survey",41.75133,-69.16517,"2001","05","1","Basking shark",1
"3119","NEFSC Right Whale Aerial Survey",42.589,-70.21342,"2003","06","1","Basking shark",1
"3120","NEFSC Right Whale Aerial Survey",42.58249,-69.37767,"2011","06","1","Basking shark",1
"3121","NEFSC Right Whale Aerial Survey",42.47621,-70.14808,"2003","06","1","Basking shark",1
"3122","NEFSC Right Whale Aerial Survey",41.91167,-68.67067,"2001","05","1","Basking shark",1
"3123","NEFSC Right Whale Aerial Survey",43.21839,-68.29344,"2006","07","1","Basking shark",1
"3124","NEFSC Right Whale Aerial Survey",42.31918,-68.4568,"2014","06","1","Basking shark",1
"3125","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2016",40.4198,-72.1131,"2017","05","1","basking shark",1
"3126","NEFSC Right Whale Aerial Survey",41.67054,-69.3632,"2015","05","1","Basking shark",1
"3127","NEFSC Right Whale Aerial Survey",43.41091,-67.96655,"2011","11","1","Basking shark",1
"3128",NA,43.0513305664,-69.9649200439,"2005","07",NA,NA,1
"3129","NEFSC Right Whale Aerial Survey",42.63167,-69.06336,"2015","05","1","Basking shark",1
"3130","NEFSC Right Whale Aerial Survey",42.89983,-69.33325,"2002","06","1","Basking shark",1
"3131","NEFSC Right Whale Aerial Survey",42.15855,-68.61212,"2005","06","1","Basking shark",1
"3132","NEFSC Right Whale Aerial Survey",42.21434,-68.91951,"2008","07","1","Basking shark",1
"3133","NEFSC Right Whale Aerial Survey",42.16027,-69.72115,"2015","05","1","Basking shark",1
"3134","NEFSC Right Whale Aerial Survey",41.79327,-69.68494,"2003","07","1","Basking shark",1
"3135","NEFSC Right Whale Aerial Survey",41.7355,-69.71633,"2006","09","1","Basking shark",1
"3136",NA,41.6851,-69.69307,"2005","07","1","Basking shark",1
"3137","AMAPPS Northeast Aerial Cruise Spring 2017",42.344349,-67.06739,"2017","07","1","basking shark",1
"3138","NEFSC Right Whale Aerial Survey",41.53921,-68.62031,"2002","06","1","Basking shark",1
"3139","NEFSC Right Whale Aerial Survey",41.31747,-69.19139,"2002","06","1","Basking shark",1
"3140","NEFSC Right Whale Aerial Survey",41.91933,-68.60529,"2014","06","1","Basking shark",1
"3141","NEFSC Right Whale Aerial Survey",42.31937,-68.64296,"2014","06","1","Basking shark",1
"3142","NEFSC Right Whale Aerial Survey",42.32925,-67.70068,"2014","06","1","Basking shark",1
"3143","NEFSC Right Whale Aerial Survey",41.77605,-69.25391,"2016","05","1","Basking shark",1
"3144","NEFSC Right Whale Aerial Survey",41.94293,-69.6755,"2006","10","1","Basking shark",1
"3145","NEFSC Right Whale Aerial Survey",42.5645,-70.00283,"2000","05","2","Basking shark",1
"3146","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.6945,-71.767,"2017","08","1","basking shark",1
"3147","NEFSC Right Whale Aerial Survey",42.78891,-69.98735,"2002","09","1","Basking shark",1
"3148","NEFSC Twin Otter Aerial Survey 2008",40.813,-71.531,"2008","08","1","basking shark",1
"3149","NEFSC Right Whale Aerial Survey",44.19998,-63.71814,"2015","07","1","Basking shark",1
"3150","NEFSC Right Whale Aerial Survey",42.73428,-69.03186,"2012","05","1","Basking shark",1
"3151","USGS Patuxent Wildlife Research Center Seabirds Database",43.05526,-69.73797,"2005","07","1","Basking Shark",1
"3152","NEFSC Right Whale Aerial Survey",43.58317,-68.13232,"2014","06","1","Basking shark",1
"3153","NEFSC Right Whale Aerial Survey",41.53827,-69.09232,"2016","05","1","Basking shark",1
"3154","AMAPPS Northeast Aerial Cruise Spring 2017",43.421623,-68.592957,"2017","07","1","basking shark",1
"3155",NA,43.2987937927,-69.6083679199,"2005","07",NA,NA,1
"3156","USGS Patuxent Wildlife Research Center Seabirds Database",43.07917,-69.943,"2005","07","1","Basking Shark",1
"3157","NEFSC Right Whale Aerial Survey",43.8838,-63.74584,"2015","07","1","Basking shark",1
"3158","NEFSC Right Whale Aerial Survey",42.27024,-68.83033,"2009","08","1","Basking shark",1
"3159","NEFSC Right Whale Aerial Survey",42.65574,-69.68914,"2010","05","1","Basking shark",1
"3160","NEFSC Right Whale Aerial Survey",41.29091,-69.30924,"2016","05","1","Basking shark",1
"3161","NEFSC Right Whale Aerial Survey",43.24006,-69.5844,"2003","06","1","Basking shark",1
"3162","NEFSC Right Whale Aerial Survey",43.04532,-69.38485,"2011","06","1","Basking shark",1
"3163","NEFSC Right Whale Aerial Survey",41.42639,-69.1739,"2016","06","1","Basking shark",1
"3164","NEFSC Right Whale Aerial Survey",42.09696,-68.34016,"2012","06","1","Basking shark",1
"3165","NEFSC Right Whale Aerial Survey",42.41733,-69.1705,"2000","07","1","Basking shark",1
"3166","NEFSC Right Whale Aerial Survey",41.56671,-69.20549,"2014","06","1","Basking shark",1
"3167","NEFSC Right Whale Aerial Survey",44.19809,-63.71834,"2015","07","1","Basking shark",1
"3168","NEFSC Right Whale Aerial Survey",41.67933,-68.636,"2005","10","1","Basking shark",1
"3169","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.6946,-71.7669,"2017","08","1","basking shark",1
"3170","NEFSC Right Whale Aerial Survey",41.92081,-69.44203,"2003","06","10","Basking shark",1
"3171","NEFSC Right Whale Aerial Survey",42.66185,-70.08872,"2011","06","1","Basking shark",1
"3172","NEFSC Right Whale Aerial Survey",42.47245,-67.91653,"2015","06","1","Basking shark",1
"3173","NEFSC Right Whale Aerial Survey",43.25194,-68.84891,"2009","07","1","Basking shark",1
"3174","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",41.93,-69.45,"2007","08","1","basking shark",1
"3175","NEFSC Right Whale Aerial Survey",42.33638,-68.81329,"2003","06","1","Basking shark",1
"3176","NEFSC Right Whale Aerial Survey",42.31237,-68.64508,"2014","06","1","Basking shark",1
"3177","NEFSC Right Whale Aerial Survey",42.97299,-68.87377,"2014","06","1","Basking shark",1
"3178","NEFSC Right Whale Aerial Survey",42.52458,-69.88581,"2003","06","1","Basking shark",1
"3179","NEFSC Right Whale Aerial Survey",42.47613,-70.04326,"2015","07","1","Basking shark",1
"3180","NEFSC Right Whale Aerial Survey",43.03072,-69.28078,"2014","06","1","Basking shark",1
"3181","NEFSC Right Whale Aerial Survey",41.36925,-69.61664,"2015","05","1","Basking shark",1
"3182","NEFSC Right Whale Aerial Survey",41.48139,-69.31269,"2014","05","1","Basking shark",1
"3183","NEFSC Right Whale Aerial Survey",41.06106,-69.14271,"2002","06","1","Basking shark",1
"3184","AMAPPS Northeast Aerial Cruise Spring 2019",40.286518,-67.642937,"2019","05","2","basking shark",1
"3185","NEFSC Right Whale Aerial Survey",43.56705,-68.27675,"2009","07","1","Basking shark",1
"3186","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.63,-72.0987,"2017","08","1","basking shark",1
"3187","NEFSC Right Whale Aerial Survey",41.4425,-69.11233,"2003","09","1","Basking shark",1
"3188","NEFSC Right Whale Aerial Survey",42.4015,-68.35895,"2009","07","1","Basking shark",1
"3189","NEFSC Right Whale Aerial Survey",43.58678,-68.2957,"2009","07","1","Basking shark",1
"3190","NEFSC Right Whale Aerial Survey",41.29533,-69.2375,"2005","07","8","Basking shark",1
"3191","USGS Patuxent Wildlife Research Center Seabirds Database",43.29984,-69.45216,"2005","07","1","Basking Shark",1
"3192","NEFSC Right Whale Aerial Survey",42.9615,-69.36755,"2006","06","1","Basking shark",1
"3193","NEFSC Right Whale Aerial Survey",43.05847,-69.64527,"2011","06","1","Basking shark",1
"3194","NEFSC Right Whale Aerial Survey",41.62458,-69.16542,"2005","06","1","Basking shark",1
"3195","NEFSC Right Whale Aerial Survey",41.60448,-68.83917,"2011","06","1","Basking shark",1
"3196","NEFSC Right Whale Aerial Survey",42.19153,-68.27161,"2009","07","1","Basking shark",1
"3197","NEFSC Right Whale Aerial Survey",41.48693,-69.12478,"2011","06","1","Basking shark",1
"3198",NA,43.0850009918,-69.9654197693,"2005","07",NA,NA,1
"3199","NEFSC Right Whale Aerial Survey",42.88537,-69.82621,"2011","06","1","Basking shark",1
"3200","AMAPPS Northeast Aerial Cruise Summer 2010",42.585163,-70.03038,"2010","08","1","basking shark",1
"3201","NEFSC Right Whale Aerial Survey",41.9755,-70.35767,"2005","09","1","Basking shark",1
"3202","NEFSC Right Whale Aerial Survey",42.60431,-69.3717,"2011","06","1","Basking shark",1
"3203","NEFSC Right Whale Aerial Survey",41.20149,-68.80855,"2016","05","1","Basking shark",1
"3204","NEFSC Right Whale Aerial Survey",43.1293,-67.49137,"2015","06","3","Basking shark",1
"3205","NEFSC Right Whale Aerial Survey",43.8365,-67.90316,"2005","09","1","Basking shark",1
"3206","NEFSC Right Whale Aerial Survey",41.15074,-68.92294,"2016","05","1","Basking shark",1
"3207","NEFSC Right Whale Aerial Survey",41.25134,-71.19317,"2003","05","1","Basking shark",1
"3208","NEFSC Right Whale Aerial Survey",40.47568,-70.33902,"2004","06","2","Basking shark",1
"3209","NEFSC Right Whale Aerial Survey",41.88223,-68.64486,"2016","05","1","Basking shark",1
"3210","NEFSC Right Whale Aerial Survey",40.80552,-70.82319,"2004","06","1","Basking shark",1
"3211","NEFSC Right Whale Aerial Survey",41.79392,-69.60214,"2014","06","1","Basking shark",1
"3212","NEFSC Right Whale Aerial Survey",43.07163,-67.58522,"2015","06","1","Basking shark",1
"3213","NEFSC Right Whale Aerial Survey",42.22258,-68.06061,"2014","06","1","Basking shark",1
"3214","NEFSC Right Whale Aerial Survey",42.01301,-68.70403,"2016","05","1","Basking shark",1
"3215","NEFSC Right Whale Aerial Survey",42.17104,-68.57079,"2016","05","1","Basking shark",1
"3216",NA,41.69275,-69.6443,"2005","07","1","Basking shark",1
"3217","NEFSC Right Whale Aerial Survey",42.11233,-69.50733,"2000","06","1","Basking shark",1
"3218",NA,43.1846694946,-69.5164146423,"2005","07",NA,NA,1
"3219","NEFSC Right Whale Aerial Survey",41.5697,-69.16871,"2002","06","1","Basking shark",1
"3220","NEFSC Right Whale Aerial Survey",43.34352,-68.59182,"2013","07","1","Basking shark",1
"3221","NEFSC Right Whale Aerial Survey",42.79233,-69.57933,"2003","06","1","Basking shark",1
"3222","NEFSC Right Whale Aerial Survey",43.30265,-68.25106,"2014","06","1","Basking shark",1
"3223","NEFSC Right Whale Aerial Survey",42.0533,-68.28318,"2016","06","1","Basking shark",1
"3224","NEFSC Right Whale Aerial Survey",42.65245,-67.64261,"2015","06","1","Basking shark",1
"3225","NEFSC Right Whale Aerial Survey",41.81337,-69.44323,"2002","06","1","Basking shark",1
"3226","AMAPPS Northeast Aerial Cruise Summer 2016",43.515183,-68.973824,"2016","09","1","basking shark",1
"3227","NEFSC Right Whale Aerial Survey",42.20907,-68.68197,"2016","05","1","Basking shark",1
"3228","NEFSC Right Whale Aerial Survey",42.786,-70.5515,"2004","06","1","Basking shark",1
"3229","NEFSC Right Whale Aerial Survey",43.17408,-67.62247,"2015","06","3","Basking shark",1
"3230","NEFSC Right Whale Aerial Survey",41.44968,-69.16445,"2012","06","1","Basking shark",1
"3231","NEFSC Right Whale Aerial Survey",41.16348,-71.43789,"2014","05","1","Basking shark",1
"3232","NEFSC Right Whale Aerial Survey",42.09307,-69.17213,"2011","06","1","Basking shark",1
"3233","NEFSC Right Whale Aerial Survey",42.04512,-69.36813,"2014","06","1","Basking shark",1
"3234","NEFSC Right Whale Aerial Survey",42.95946,-69.11113,"2006","06","1","Basking shark",1
"3235","AMAPPS Northeast Aerial Cruise Spring 2017",42.271812,-67.227585,"2017","07","1","basking shark",1
"3236","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",43.52,-67.42,"2007","08","1","basking shark",1
"3237","NEFSC Right Whale Aerial Survey",42.37206,-66.31545,"2012","06","1","Basking shark",1
"3238","NEFSC Right Whale Aerial Survey",42.12563,-69.24438,"2008","06","1","Basking shark",1
"3239","NEFSC Right Whale Aerial Survey",41.45483,-69.489,"2003","07","1","Basking shark",1
"3240","NEFSC Right Whale Aerial Survey",42.88772,-67.96413,"2015","06","1","Basking shark",1
"3241","NEFSC Right Whale Aerial Survey",41.72651,-68.43764,"2016","06","1","Basking shark",1
"3242","NEFSC Right Whale Aerial Survey",42.08037,-68.80473,"2011","05","1","Basking shark",1
"3243","NEFSC Right Whale Aerial Survey",41.70065,-69.41828,"2002","06","1","Basking shark",1
"3244","NEFSC Aerial Circle-Back Abundance Survey 2006",43.85,-67.84,"2006","08","1","basking shark",1
"3245","NEFSC Right Whale Aerial Survey",41.70292,-68.54158,"2004","07","1","Basking shark",1
"3246","AMAPPS Northeast Aerial Cruise Spring 2012",43.818417,-67.720551,"2012","05","1","basking shark",1
"3247","AMAPPS Northeast Shipboard Cruise Summer 2011",40.81558,-70.41412,"2011","07","1","basking shark",1
"3248","NEFSC Right Whale Aerial Survey",41.55097,-69.54383,"2002","06","1","Basking shark",1
"3249","NEFSC Right Whale Aerial Survey",42.4154,-68.49795,"2014","06","1","Basking shark",1
"3250","AMAPPS Northeast Aerial Cruise Spring 2017",42.754913,-67.791939,"2017","07","1","basking shark",1
"3251","NEFSC Right Whale Aerial Survey",42.41614,-69.89724,"2015","05","1","Basking shark",1
"3252","NEFSC Right Whale Aerial Survey",41.90158,-69.73044,"2002","06","1","Basking shark",1
"3253","AMAPPS Northeast Aerial Cruise Summer 2011",44.02631,-67.405899,"2011","08","1","basking shark",1
"3254","NEFSC Right Whale Aerial Survey",42.61282,-69.53564,"2011","11","1","Basking shark",1
"3255","NEFSC Right Whale Aerial Survey",41.72208,-68.3765,"2002","06","1","Basking shark",1
"3256","NEFSC Right Whale Aerial Survey",41.34352,-69.01574,"2014","06","1","Basking shark",1
"3257","NEFSC Right Whale Aerial Survey",41.241,-69.12367,"2004","06","2","Basking shark",1
"3258","NEFSC Right Whale Aerial Survey",41.7748,-69.60577,"2002","06","2","Basking shark",1
"3259","NEFSC Right Whale Aerial Survey",43.00938,-69.17469,"2011","06","1","Basking shark",1
"3260","NEFSC Right Whale Aerial Survey",42.36525,-68.73525,"2007","06","1","Basking shark",1
"3261","NEFSC Right Whale Aerial Survey",41.4332,-68.82343,"2016","05","1","Basking shark",1
"3262","NEFSC Right Whale Aerial Survey",41.56613,-68.54723,"2002","07","1","Basking shark",1
"3263","AMAPPS Northeast Aerial Cruise Fall 2012",41.92083,-69.578751,"2012","10","1","basking shark",1
"3264","NEFSC Right Whale Aerial Survey",41.55089,-69.2432,"2003","06","1","Basking shark",1
"3265","NEFSC Right Whale Aerial Survey",41.4923,-69.45188,"2004","07","1","Basking shark",1
"3266","NEFSC Right Whale Aerial Survey",42.31274,-70.36775,"2004","06","1","Basking shark",1
"3267","NEFSC Right Whale Aerial Survey",41.44283,-69.03017,"2005","08","1","Basking shark",1
"3268","NEFSC Aerial Circle-Back Abundance Survey 2004",43.102,-68.1851,"2004","06","1","basking shark",1
"3269","NEFSC Right Whale Aerial Survey",41.99348,-68.98221,"2006","06","1","Basking shark",1
"3270","NEFSC Right Whale Aerial Survey",41.73288,-69.43554,"2014","05","1","Basking shark",1
"3271","NEFSC Right Whale Aerial Survey",41.52093,-69.56916,"2014","05","1","Basking shark",1
"3272","AMAPPS Northeast Aerial Cruise Summer 2016",42.304985,-67.632431,"2016","08","1","basking shark",1
"3273","NEFSC Right Whale Aerial Survey",42.20846,-69.93988,"2003","06","1","Basking shark",1
"3274","NEFSC Right Whale Aerial Survey",41.60517,-69.10616,"2005","07","1","Basking shark",1
"3275",NA,43.299665451,-69.6114196777,"2005","07",NA,NA,1
"3276","NEFSC Right Whale Aerial Survey",41.37422,-68.94658,"2003","06","1","Basking shark",1
"3277","AMAPPS Northeast Shipboard Cruise Summer 2011",40.63668,-70.00879,"2011","07","1","basking shark",1
"3278","NEFSC Right Whale Aerial Survey",43.12536,-68.7395,"2004","06","1","Basking shark",1
"3279","NEFSC Right Whale Aerial Survey",41.20615,-70.9448,"2011","04","1","Basking shark",1
"3280","NEFSC Right Whale Aerial Survey",41.34561,-69.16056,"2005","07","1","Basking shark",1
"3281","NEFSC Right Whale Aerial Survey",42.8889,-69.9396,"2008","10","1","Basking shark",1
"3282","NEFSC Right Whale Aerial Survey",42.16832,-68.87114,"2008","06","2","Basking shark",1
"3283","NEFSC Right Whale Aerial Survey",42.37087,-68.42052,"2014","06","1","Basking shark",1
"3284","NEFSC Right Whale Aerial Survey",42.24549,-68.62758,"2014","06","1","Basking shark",1
"3285","NEFSC Right Whale Aerial Survey",43.92539,-68.08672,"2005","07","1","Basking shark",1
"3286","USGS Patuxent Wildlife Research Center Seabirds Database",40.00459,-70.3506,"2012","06","1","Basking Shark",1
"3287","NEFSC Twin Otter Aerial Survey 2008",40.592,-72.077,"2008","08","1","basking shark",1
"3288","NEFSC Right Whale Aerial Survey",42.29932,-69.51891,"2015","07","1","Basking shark",1
"3289","NEFSC Right Whale Aerial Survey",42.59021,-69.91596,"2005","07","1","Basking shark",1
"3290","NEFSC Right Whale Aerial Survey",44.19548,-67.58984,"2015","06","1","Basking shark",1
"3291","NEFSC Right Whale Aerial Survey",42.00862,-69.06474,"2016","05","2","Basking shark",1
"3292","NEFSC Right Whale Aerial Survey",43.50789,-68.01357,"2015","05","1","Basking shark",1
"3293","NEFSC Right Whale Aerial Survey",41.7945,-69.63416,"2003","07","1","Basking shark",1
"3294","NEFSC Right Whale Aerial Survey",43.08119,-68.46879,"2015","05","2","Basking shark",1
"3295","NEFSC Right Whale Aerial Survey",42.24171,-69.09281,"2016","05","1","Basking shark",1
"3296","NEFSC Right Whale Aerial Survey",40.98258,-69.28383,"2002","05","1","Basking shark",1
"3297","AMAPPS Northeast Aerial Cruise Summer 2010",44.348301,-67.216545,"2010","08","1","basking shark",1
"3298","NEFSC Right Whale Aerial Survey",42.93438,-69.04592,"2010","11","1","Basking shark",1
"3299","NEFSC Right Whale Aerial Survey",41.33392,-68.86097,"2016","05","1","Basking shark",1
"3300","NEFSC Right Whale Aerial Survey",41.42664,-69.17336,"2014","06","1","Basking shark",1
"3301","NEFSC Right Whale Aerial Survey",43.77167,-68.34033,"2006","07","1","Basking shark",1
"3302","NEFSC Right Whale Aerial Survey",42.84448,-69.60451,"2015","06","1","Basking shark",1
"3303","NEFSC Right Whale Aerial Survey",41.84289,-69.01165,"2011","05","1","Basking shark",1
"3304","NEFSC Right Whale Aerial Survey",41.8884,-68.10923,"2014","06","1","Basking shark",1
"3305","NEFSC Right Whale Aerial Survey",42.505,-69.4296,"2008","11","1","Basking shark",1
"3306","NEFSC Right Whale Aerial Survey",44.03593,-67.63965,"2013","06","1","Basking shark",1
"3307","NEFSC Right Whale Aerial Survey",42.62317,-69.92568,"2006","06","1","Basking shark",1
