"","datasetName","decimalLatitude","decimalLongitude","Year","Month","individualCount","vernacularName","pa"
"1","NEFSC Right Whale Aerial Survey",42.41615,-68.60262,"2014","06","1","Basking shark",1
"2","NEFSC Right Whale Aerial Survey",43.89611,-68.12017,"2005","07","1","Basking shark",1
"3","NEFSC Right Whale Aerial Survey",42.79988,-68.84927,"2012","05","1","Basking shark",1
"4","USGS Patuxent Wildlife Research Center Seabirds Database",43.1895,-69.67734,"2005","07","1","Basking Shark",1
"5","NEFSC Right Whale Aerial Survey",41.90745,-69.15909,"2006","06","1","Basking shark",1
"6","NEFSC Right Whale Aerial Survey",40.49754,-70.02025,"2002","09","2","Basking shark",1
"7","AMAPPS Northeast Aerial Cruise Summer 2011",42.054611,-67.763504,"2011","08","1","basking shark",1
"8","NEFSC Right Whale Aerial Survey",42.15891,-68.51362,"2014","06","1","Basking shark",1
"9","NEFSC Right Whale Aerial Survey",41.45195,-69.07665,"2013","06","1","Basking shark",1
"10","NEFSC Right Whale Aerial Survey",42.243,-68.78517,"2007","07","1","Basking shark",1
"11","NEFSC Right Whale Aerial Survey",41.92412,-68.91101,"2016","05","1","Basking shark",1
"12","NEFSC Right Whale Aerial Survey",43.0562,-69.32041,"2012","05","1","Basking shark",1
"13","NEFSC Right Whale Aerial Survey",42.78069,-69.01113,"2015","06","1","Basking shark",1
"14","NEFSC Right Whale Aerial Survey",41.91283,-68.84843,"2011","05","1","Basking shark",1
"15","NEFSC Right Whale Aerial Survey",41.18317,-69.15662,"2011","06","1","Basking shark",1
"16","NEFSC Right Whale Aerial Survey",41.522,-68.29333,"2006","06","1","Basking shark",1
"17","NEFSC Right Whale Aerial Survey",42.37949,-68.4818,"2014","06","1","Basking shark",1
"18","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",42.56,-69.75,"2007","08","1","basking shark",1
"19","NEFSC Right Whale Aerial Survey",42.566,-69.55517,"2002","06","1","Basking shark",1
"20","USGS Patuxent Wildlife Research Center Seabirds Database",43.2493,-69.64782,"2005","07","1","Basking Shark",1
"21","AMAPPS Northeast Aerial Cruise Summer 2011",40.426933,-70.384468,"2011","08","1","basking shark",1
"22","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",45.03,-66.05,"2007","08","1","basking shark",1
"23",NA,43.1969146729,-69.5408325195,"2005","07",NA,NA,1
"24","NEFSC Right Whale Aerial Survey",41.39368,-69.33038,"2011","06","1","Basking shark",1
"25","NEFSC Right Whale Aerial Survey",41.64839,-69.41812,"2011","05","1","Basking shark",1
"26","NEFSC Right Whale Aerial Survey",41.851,-69.08,"2006","07","1","Basking shark",1
"27","NEFSC Right Whale Aerial Survey",41.83118,-69.08277,"2009","07","1","Basking shark",1
"28","NEFSC Right Whale Aerial Survey",42.33795,-69.03501,"2014","06","1","Basking shark",1
"29","NEFSC Right Whale Aerial Survey",43.6718,-68.13231,"2014","06","1","Basking shark",1
"30","NEFSC Right Whale Aerial Survey",41.93033,-69.41905,"2003","06","1","Basking shark",1
"31","AMAPPS Northeast Shipboard Cruise Summer 2016",40.76978,-70.64397,"2016","08","1","basking shark",1
"32","NEFSC Right Whale Aerial Survey",42.23,-69.74405,"2015","05","1","Basking shark",1
"33","NEFSC Right Whale Aerial Survey",42.04568,-68.27318,"2016","06","1","Basking shark",1
"34","NEFSC Twin Otter Aerial Survey 2008",43.71,-68.663,"2008","08","1","basking shark",1
"35","NEFSC Right Whale Aerial Survey",42.03922,-67.52188,"2009","06","1","Basking shark",1
"36","NEFSC Right Whale Aerial Survey",40.45262,-72.40142,"2004","06","1","Basking shark",1
"37","NEFSC Right Whale Aerial Survey",42.90422,-70.25785,"2010","05","1","Basking shark",1
"38","NEFSC Right Whale Aerial Survey",41.82025,-69.27234,"2004","05","1","Basking shark",1
"39","NEFSC Right Whale Aerial Survey",41.76342,-69.19458,"2011","05","1","Basking shark",1
"40","NEFSC Right Whale Aerial Survey",44.06483,-67.78175,"2006","09","1","Basking shark",1
"41","NEFSC Right Whale Aerial Survey",44.36293,-67.16724,"2013","06","1","Basking shark",1
"42","NEFSC Right Whale Aerial Survey",41.53067,-68.59293,"2002","06","1","Basking shark",1
"43","NEFSC Right Whale Aerial Survey",43.986,-67.86217,"2005","09","1","Basking shark",1
"44","NEFSC Right Whale Aerial Survey",41.9287,-68.86127,"2016","05","1","Basking shark",1
"45","NEFSC Right Whale Aerial Survey",42.03075,-68.87608,"2016","05","2","Basking shark",1
"46","NEFSC Right Whale Aerial Survey",42.02935,-67.93395,"2013","11","1","Basking shark",1
"47","NEFSC Right Whale Aerial Survey",43.4404,-68.5668,"2008","11","1","Basking shark",1
"48","NEFSC Right Whale Aerial Survey",43.574,-68.62152,"2003","07","1","Basking shark",1
"49","NEFSC Right Whale Aerial Survey",44.09426,-67.41672,"2013","06","1","Basking shark",1
"50","NEFSC Right Whale Aerial Survey",42.009,-69.78616,"2005","10","1","Basking shark",1
"51","NEFSC Right Whale Aerial Survey",42.29824,-68.72525,"2016","05","1","Basking shark",1
"52","NEFSC Right Whale Aerial Survey",41.757,-69.67918,"2002","06","2","Basking shark",1
"53","NEFSC Right Whale Aerial Survey",40.05533,-71.54996,"2023","04","1","Basking shark",1
"54","NEFSC Right Whale Aerial Survey",44.15179,-67.49852,"2013","06","1","Basking shark",1
"55","NEFSC Right Whale Aerial Survey",42.4612,-69.99467,"2002","07","1","Basking shark",1
"56","NEFSC Right Whale Aerial Survey",41.82564,-68.56981,"2015","07","1","Basking shark",1
"57","NEFSC Right Whale Aerial Survey",42.34166,-68.46722,"2014","06","1","Basking shark",1
"58","NEFSC Right Whale Aerial Survey",42.45247,-67.63935,"2004","06","1","Basking shark",1
"59","NEFSC Right Whale Aerial Survey",42.04492,-70.32608,"2006","09","2","Basking shark",1
"60","NEFSC Right Whale Aerial Survey",41.28648,-69.27743,"2011","06","1","Basking shark",1
"61","NEFSC Right Whale Aerial Survey",42.13371,-68.31957,"2014","06","1","Basking shark",1
"62","NEFSC Right Whale Aerial Survey",42.34074,-70.13566,"2003","06","1","Basking shark",1
"63","NEFSC Right Whale Aerial Survey",43.20472,-68.74816,"2013","07","1","Basking shark",1
"64","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",41.93,-69.44,"2007","08","1","basking shark",1
"65","AMAPPS Northeast Aerial Cruise Summer 2010",43.64679,-69.219223,"2010","08","1","basking shark",1
"66","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.387,-72.2545,"2017","08","1","basking shark",1
"67","NEFSC Right Whale Aerial Survey",42.18469,-68.82601,"2013","05","1","Basking shark",1
"68","NEFSC Right Whale Aerial Survey",41.8032,-69.72833,"2002","07","1","Basking shark",1
"69","NEFSC Right Whale Aerial Survey",41.99308,-69.61317,"2007","06","1","Basking shark",1
"70","NEFSC Aerial Circle-Back Abundance Survey 2004",41.365,-68.86044,"2004","07","1","basking shark",1
"71","NEFSC Right Whale Aerial Survey",41.56695,-69.07041,"2009","07","1","Basking shark",1
"72","NEFSC Right Whale Aerial Survey",42.60695,-67.82013,"2012","05","1","Basking shark",1
"73","NEFSC Right Whale Aerial Survey",42.41097,-69.29533,"2014","06","1","Basking shark",1
"74","NEFSC Right Whale Aerial Survey",43.15181,-67.94441,"2015","06","1","Basking shark",1
"75","NEFSC Right Whale Aerial Survey",40.39133,-71.48315,"2023","05","1","Basking shark",1
"76","NEFSC Right Whale Aerial Survey",41.72457,-68.92958,"2002","06","1","Basking shark",1
"77","NEFSC Right Whale Aerial Survey",43.91342,-67.82871,"2002","09","1","Basking shark",1
"78","AMAPPS Northeast Aerial Cruise Fall 2012",41.366989,-67.012756,"2012","10","1","basking shark",1
"79","NEFSC Right Whale Aerial Survey",43.02505,-68.55771,"2013","07","1","Basking shark",1
"80","NEFSC Right Whale Aerial Survey",42.66783,-67.59625,"2015","06","1","Basking shark",1
"81","NEFSC Right Whale Aerial Survey",41.15672,-70.90784,"2011","05","1","Basking shark",1
"82","NEFSC Right Whale Aerial Survey",41.90465,-69.52734,"2003","06","5","Basking shark",1
"83",NA,43.248249054,-69.5838317871,"2005","07",NA,NA,1
"84","NEFSC Right Whale Aerial Survey",40.61842,-72.24967,"2006","06","1","Basking shark",1
"85","NEFSC Right Whale Aerial Survey",42.1954,-68.03308,"2016","06","1","Basking shark",1
"86","NEFSC Right Whale Aerial Survey",42.60707,-69.16255,"2009","07","1","Basking shark",1
"87","NEFSC Right Whale Aerial Survey",43.19186,-69.91701,"2013","06","2","Basking shark",1
"88","AMAPPS Northeast Aerial Cruise Spring 2017",43.910465,-67.413994,"2017","07","1","basking shark",1
"89","NEFSC Right Whale Aerial Survey",42.88565,-69.82495,"2011","06","1","Basking shark",1
"90","NEFSC Right Whale Aerial Survey",42.80312,-69.21683,"2012","07","1","Basking shark",1
"91","NEFSC Right Whale Aerial Survey",41.77371,-68.54332,"2016","05","1","Basking shark",1
"92","NEFSC Right Whale Aerial Survey",42.96976,-68.97007,"2015","06","2","Basking shark",1
"93","NEFSC Right Whale Aerial Survey",42.28227,-68.68892,"2014","06","1","Basking shark",1
"94","NEFSC Right Whale Aerial Survey",43.035,-70.137,"2008","10","1","Basking shark",1
"95","NEFSC Right Whale Aerial Survey",42.16604,-68.70557,"2014","06","1","Basking shark",1
"96","NEFSC Right Whale Aerial Survey",44.02183,-67.76568,"2013","06","1","Basking shark",1
"97",NA,43.248249054,-69.5838317871,"2005","07",NA,NA,1
"98","NEFSC Right Whale Aerial Survey",43.18944,-67.66859,"2015","06","2","Basking shark",1
"99","NYSDEC aerial surveys",40.362841,-71.40427,"2018","05","1","basking shark",1
"100","NEFSC Right Whale Aerial Survey",41.14036,-70.05682,"2004","06","1","Basking shark",1
"101","NEFSC Right Whale Aerial Survey",42.55211,-69.98883,"2011","06","1","Basking shark",1
"102","NEFSC Right Whale Aerial Survey",43.6735,-68.71733,"2005","10","1","Basking shark",1
"103","NEFSC Right Whale Aerial Survey",42.9596,-69.33563,"2006","06","1","Basking shark",1
"104","NEFSC Right Whale Aerial Survey",43.91715,-67.59897,"2002","09","1","Basking shark",1
"105","NEFSC Right Whale Aerial Survey",41.61883,-69.14283,"2007","05","1","Basking shark",1
"106","NEFSC Right Whale Aerial Survey",41.795,-69.48763,"2003","07","1","Basking shark",1
"107","NEFSC Right Whale Aerial Survey",42.28814,-68.71165,"2009","07","1","Basking shark",1
"108","NEFSC Right Whale Aerial Survey",41.4746,-67.23202,"2004","06","1","Basking shark",1
"109","NEFSC Right Whale Aerial Survey",42.18724,-68.89761,"2014","06","1","Basking shark",1
"110","NEFSC Right Whale Aerial Survey",41.79989,-68.75278,"2006","07","1","Basking shark",1
"111","NEFSC Right Whale Aerial Survey",42.57454,-69.87589,"2010","05","1","Basking shark",1
"112","NYSDEC aerial surveys",40.02841,-71.835441,"2018","06","4","basking shark",1
"113","USGS Patuxent Wildlife Research Center Seabirds Database",42.37254,-69.57172,"2009","08","1","Basking Shark",1
"114","NEFSC Right Whale Aerial Survey",41.13754,-69.13921,"2004","07","1","Basking shark",1
"115","NEFSC Right Whale Aerial Survey",41.72658,-69.62608,"2006","07","1","Basking shark",1
"116","AMAPPS Northeast Aerial Cruise Summer 2011",43.462135,-69.522949,"2011","08","1","basking shark",1
"117","NEFSC Right Whale Aerial Survey",42.5942,-69.4589,"2008","11","1","Basking shark",1
"118","NEFSC Right Whale Aerial Survey",41.20894,-70.83311,"2015","06","8","Basking shark",1
"119","NEFSC Right Whale Aerial Survey",41.69258,-68.91637,"2003","06","4","Basking shark",1
"120","NEFSC Right Whale Aerial Survey",41.77714,-69.25239,"2016","05","1","Basking shark",1
"121","NEFSC Aerial Circle-Back Abundance Survey 2004",42.011,-69.83473,"2004","06","1","basking shark",1
"122","NEFSC Right Whale Aerial Survey",42.21172,-67.95536,"2016","06","1","Basking shark",1
"123","NEFSC Right Whale Aerial Survey",41.95622,-69.65506,"2015","07","1","Basking shark",1
"124","NEFSC Right Whale Aerial Survey",41.20881,-69.09893,"2011","06","1","Basking shark",1
"125","NEFSC Right Whale Aerial Survey",41.94235,-68.83903,"2016","05","1","Basking shark",1
"126","AMAPPS Northeast Aerial Cruise Fall 2012",42.136101,-66.746239,"2012","10","1","basking shark",1
"127","NEFSC Right Whale Aerial Survey",42.69518,-69.38713,"2015","06","1","Basking shark",1
"128","NEFSC Right Whale Aerial Survey",41.67717,-68.40258,"2005","10","1","Basking shark",1
"129","NEFSC Right Whale Aerial Survey",43.18431,-67.65305,"2015","06","2","Basking shark",1
"130","NEFSC Right Whale Aerial Survey",42.8135,-69.96484,"2011","06","1","Basking shark",1
"131","NEFSC Right Whale Aerial Survey",42.14583,-69.13249,"2014","06","1","Basking shark",1
"132","NEFSC Right Whale Aerial Survey",41.90648,-69.21125,"2016","06","1","Basking shark",1
"133","NYSDEC aerial surveys",40.060255,-71.868673,"2018","05","2","basking shark",1
"134","NEFSC Right Whale Aerial Survey",40.95726,-70.134,"2015","06","3","Basking shark",1
"135","NEFSC Right Whale Aerial Survey",41.37025,-68.8645,"2005","07","2","Basking shark",1
"136","NEFSC Right Whale Aerial Survey",42.1015,-69.15475,"2007","06","1","Basking shark",1
"137","NEFSC Right Whale Aerial Survey",41.61561,-69.43495,"2003","06","1","Basking shark",1
"138","NEFSC Right Whale Aerial Survey",43.5948,-68.10725,"2007","10","1","Basking shark",1
"139","NEFSC Right Whale Aerial Survey",43.04728,-69.58157,"2013","05","1","Basking shark",1
"140","NEFSC Right Whale Aerial Survey",42.85712,-69.63278,"2015","05","1","Basking shark",1
"141","NEFSC Right Whale Aerial Survey",42.84329,-69.95588,"2011","06","2","Basking shark",1
"142","AMAPPS Northeast Aerial Cruise Spring 2017",42.207233,-68.765747,"2017","06","1","basking shark",1
"143","NEFSC Right Whale Aerial Survey",43.50633,-68.33583,"2005","09","1","Basking shark",1
"144","NEFSC Right Whale Aerial Survey",42.24027,-67.22241,"2016","06","1","Basking shark",1
"145","NEFSC Right Whale Aerial Survey",41.43567,-68.78233,"2005","08","1","Basking shark",1
"146","NEFSC Right Whale Aerial Survey",41.72063,-69.02373,"2016","05","1","Basking shark",1
"147","NEFSC Right Whale Aerial Survey",42.34954,-68.69659,"2009","07","1","Basking shark",1
"148","NEFSC Right Whale Aerial Survey",43.2508,-68.39646,"2015","06","1","Basking shark",1
"149","NEFSC Right Whale Aerial Survey",42.59431,-68.85955,"2011","06","1","Basking shark",1
"150","NEFSC Right Whale Aerial Survey",41.85494,-68.53853,"2003","06","1","Basking shark",1
"151","NEFSC Right Whale Aerial Survey",41.61522,-69.09735,"2013","05","1","Basking shark",1
"152","NEFSC Right Whale Aerial Survey",41.13738,-70.56775,"2004","06","1","Basking shark",1
"153","NEFSC Right Whale Aerial Survey",41.97358,-67.93185,"2014","06","1","Basking shark",1
"154","NEFSC Right Whale Aerial Survey",41.86391,-69.90269,"2009","05","1","Basking shark",1
"155","NEFSC Right Whale Aerial Survey",42.62317,-69.93653,"2006","06","1","Basking shark",1
"156","AMAPPS Northeast Aerial Cruise Spring 2017",42.615364,-69.258942,"2017","06","1","basking shark",1
"157","NEFSC Aerial Circle-Back Abundance Survey 2004",42.565,-68.59952,"2004","06","1","basking shark",1
"158","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.5214,-73.1482,"2017","08","1","basking shark",1
"159","USGS Patuxent Wildlife Research Center Seabirds Database",43.24917,-69.48766,"2005","07","1","Basking Shark",1
"160","NEFSC Right Whale Aerial Survey",42.63625,-69.79975,"2012","07","1","Basking shark",1
"161","NEFSC Right Whale Aerial Survey",42.28553,-67.16334,"2012","06","1","Basking shark",1
"162","NEFSC Right Whale Aerial Survey",43.76967,-67.87133,"2005","07","1","Basking shark",1
"163","NEFSC Right Whale Aerial Survey",43.86792,-67.94827,"2015","06","1","Basking shark",1
"164","NEFSC Right Whale Aerial Survey",42.20042,-69.15877,"2009","07","1","Basking shark",1
"165","NEFSC Twin Otter Aerial Survey 2008",42.264,-70.106,"2008","08","2","basking shark",1
"166","NEFSC Right Whale Aerial Survey",41.87623,-68.13196,"2014","06","1","Basking shark",1
"167",NA,43.3366661072,-69.612247467,"2005","07",NA,NA,1
"168","NEFSC Right Whale Aerial Survey",42.92367,-70.108,"2003","06","1","Basking shark",1
"169","NEFSC Right Whale Aerial Survey",41.44905,-68.68544,"2002","06","2","Basking shark",1
"170","NEFSC Right Whale Aerial Survey",41.47773,-69.2763,"2012","05","1","Basking shark",1
"171","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2016",40.6952,-71.9037,"2017","05","1","basking shark",1
"172","NEFSC Right Whale Aerial Survey",41.61,-69.41089,"2015","05","1","Basking shark",1
"173","NEFSC Right Whale Aerial Survey",42.39677,-68.28999,"2014","06","1","Basking shark",1
"174","NEFSC Right Whale Aerial Survey",42.17914,-68.30104,"2014","06","1","Basking shark",1
"175","AMAPPS Northeast Aerial Cruise Spring 2017",42.274025,-67.230125,"2017","07","1","basking shark",1
"176","NEFSC Aerial Circle-Back Abundance Survey 2006",41.93,-69.63,"2006","07","1","basking shark",1
"177","AMAPPS Northeast Aerial Cruise Summer 2016",41.841415,-69.375694,"2016","09","1","basking shark",1
"178","NEFSC Right Whale Aerial Survey",41.95817,-68.69367,"2003","06","1","Basking shark",1
"179","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",43.42,-68.74,"2007","08","1","basking shark",1
"180","NEFSC Right Whale Aerial Survey",42.40962,-68.49421,"2014","06","1","Basking shark",1
"181","NEFSC Right Whale Aerial Survey",41.7993,-68.91497,"2004","06","1","Basking shark",1
"182","NEFSC Right Whale Aerial Survey",42.0775,-69.73817,"2000","06","1","Basking shark",1
"183","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.4247,-72.2672,"2017","08","1","basking shark",1
"184","NEFSC Right Whale Aerial Survey",43.57862,-68.13327,"2013","07","1","Basking shark",1
"185","NEFSC Aerial Circle-Back Abundance Survey 2006",44.03,-67.44,"2006","08","1","basking shark",1
"186","NEFSC Right Whale Aerial Survey",42.68671,-68.8812,"2009","07","1","Basking shark",1
"187","NEFSC Right Whale Aerial Survey",42.66926,-69.87739,"2013","06","1","Basking shark",1
"188","NEFSC Right Whale Aerial Survey",42.03358,-68.49892,"2008","06","1","Basking shark",1
"189","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.6577,-71.8672,"2017","08","1","basking shark",1
"190","NEFSC Right Whale Aerial Survey",41.97142,-68.80084,"2016","05","1","Basking shark",1
"191","NEFSC Right Whale Aerial Survey",42.38172,-66.54263,"2008","07","1","Basking shark",1
"192","NEFSC Right Whale Aerial Survey",41.56058,-69.70362,"2008","06","1","Basking shark",1
"193","NEFSC Right Whale Aerial Survey",42.11261,-68.36062,"2016","06","1","Basking shark",1
"194","NEFSC Right Whale Aerial Survey",42.22629,-68.89912,"2016","05","1","Basking shark",1
"195","AMAPPS Northeast Aerial Cruise Summer 2016",43.728581,-67.608292,"2016","08","1","basking shark",1
"196","NEFSC Right Whale Aerial Survey",42.77574,-69.25648,"2012","05","1","Basking shark",1
"197","NEFSC Right Whale Aerial Survey",43.2908,-70.12649,"2006","05","1","Basking shark",1
"198","NEFSC Aerial Circle-Back Abundance Survey 2004",41.247,-68.90345,"2004","07","1","basking shark",1
"199","NEFSC Right Whale Aerial Survey",42.35033,-70.17651,"2003","07","1","Basking shark",1
"200","NEFSC Right Whale Aerial Survey",41.31674,-68.98088,"2014","05","1","Basking shark",1
"201","NEFSC Right Whale Aerial Survey",41.75983,-69.66783,"2002","06","1","Basking shark",1
"202","NEFSC Right Whale Aerial Survey",41.25808,-69.10625,"2002","06","1","Basking shark",1
"203","NEFSC Right Whale Aerial Survey",42.45445,-69.41486,"2015","05","1","Basking shark",1
"204","NEFSC Aerial Circle-Back Abundance Survey 2004",42.489,-69.34225,"2004","06","1","basking shark",1
"205","NEFSC Right Whale Aerial Survey",43.15339,-67.56082,"2015","06","1","Basking shark",1
"206","NEFSC Right Whale Aerial Survey",42.33007,-66.5389,"2020","09","1","Basking shark",1
"207","NEFSC Right Whale Aerial Survey",44.1258,-62.4928,"2015","07","1","Basking shark",1
"208","NEFSC Right Whale Aerial Survey",41.27127,-69.0761,"2002","06","1","Basking shark",1
"209","AMAPPS Northeast Aerial Cruise Spring 2017",40.334156,-71.400528,"2017","06","1","basking shark",1
"210","NEFSC Right Whale Aerial Survey",41.79133,-68.52216,"2002","09","1","Basking shark",1
"211","NEFSC Right Whale Aerial Survey",42.46663,-70.05692,"2003","06","1","Basking shark",1
"212","NEFSC Right Whale Aerial Survey",41.56671,-69.20549,"2014","06","1","Basking shark",1
"213","NEFSC Right Whale Aerial Survey",41.96631,-69.50418,"2016","05","1","Basking shark",1
"214","NEFSC Right Whale Aerial Survey",41.18137,-69.2854,"2002","06","1","Basking shark",1
"215","NEFSC Right Whale Aerial Survey",41.81,-69.833,"2007","06","1","Basking shark",1
"216","NEFSC Right Whale Aerial Survey",43.03238,-69.11409,"2012","07","1","Basking shark",1
"217","NEFSC Right Whale Aerial Survey",42.0286,-68.65536,"2016","06","1","Basking shark",1
"218","AMAPPS Northeast Aerial Cruise Spring 2017",40.067947,-72.143723,"2017","06","1","basking shark",1
"219","NEFSC Right Whale Aerial Survey",42.13122,-68.546,"2016","06","1","Basking shark",1
"220","NEFSC Right Whale Aerial Survey",42.78756,-69.97456,"2011","06","1","Basking shark",1
"221","AMAPPS Northeast Aerial Cruise Spring 2017",43.049782,-69.794457,"2017","06","1","basking shark",1
"222","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.4307,-72.3909,"2017","08","1","basking shark",1
"223","NEFSC Right Whale Aerial Survey",42.06849,-67.12891,"2003","10","1","Basking shark",1
"224","NEFSC Right Whale Aerial Survey",43.91867,-67.7205,"2003","10","1","Basking shark",1
"225","NEFSC Right Whale Aerial Survey",42.71264,-69.62093,"2015","05","1","Basking shark",1
"226","NEFSC Right Whale Aerial Survey",41.32988,-69.186,"2002","06","1","Basking shark",1
"227","AMAPPS Northeast Aerial Cruise Summer 2011",43.426735,-69.47744,"2011","08","1","basking shark",1
"228","NEFSC Right Whale Aerial Survey",40.592,-70.45925,"2003","11","1","Basking shark",1
"229","NYSDEC aerial surveys",40.412488,-71.447079,"2018","06","3","basking shark",1
"230","NEFSC Right Whale Aerial Survey",42.55708,-67.53467,"2004","05","1","Basking shark",1
"231","NEFSC Right Whale Aerial Survey",41.82167,-68.702,"2006","07","1","Basking shark",1
"232","NEFSC Right Whale Aerial Survey",41.95133,-68.48176,"2016","05","2","Basking shark",1
"233","NEFSC Right Whale Aerial Survey",42.75848,-69.46228,"2012","05","1","Basking shark",1
"234","NEFSC Right Whale Aerial Survey",41.55726,-69.44535,"2003","05","1","Basking shark",1
"235","AMAPPS Northeast Aerial Cruise Summer 2011",43.641636,-69.024384,"2011","08","1","basking shark",1
"236","NEFSC Right Whale Aerial Survey",41.54439,-68.90297,"2014","06","1","Basking shark",1
"237","NEFSC Right Whale Aerial Survey",42.10155,-68.89383,"2014","06","1","Basking shark",1
"238","NEFSC Right Whale Aerial Survey",42.62987,-69.36828,"2015","06","1","Basking shark",1
"239","NEFSC Right Whale Aerial Survey",42.59726,-70.22279,"2011","06","1","Basking shark",1
"240","NEFSC Right Whale Aerial Survey",42.67655,-69.251,"2012","07","1","Basking shark",1
"241","NEFSC Right Whale Aerial Survey",43.58767,-67.97072,"2003","06","1","Basking shark",1
"242","NEFSC Right Whale Aerial Survey",41.29849,-68.78277,"2002","06","1","Basking shark",1
"243","NEFSC Aerial Circle-Back Abundance Survey 2004",40.096,-73.13243,"2004","06","1","basking shark",1
"244","NEFSC Right Whale Aerial Survey",42.28446,-68.45653,"2014","06","1","Basking shark",1
"245","NEFSC Aerial Circle-Back Abundance Survey 2006",42.55,-70.18,"2006","08","1","basking shark",1
"246","NEFSC Right Whale Aerial Survey",43.44017,-68.46433,"2006","07","1","Basking shark",1
"247","NEFSC Right Whale Aerial Survey",42.24491,-67.0137,"2016","06","1","Basking shark",1
"248","NEFSC Right Whale Aerial Survey",42.11425,-69.035,"2006","06","1","Basking shark",1
"249","NEFSC Right Whale Aerial Survey",41.8795,-70.25167,"2000","06","1","Basking shark",1
"250","NEFSC Aerial Circle-Back Abundance Survey 2004",41.053,-68.97015,"2004","07","1","basking shark",1
"251","AMAPPS Northeast Aerial Cruise Spring 2017",42.77977,-67.821823,"2017","07","1","basking shark",1
"252","NEFSC Right Whale Aerial Survey",41.5477,-69.15891,"2016","05","1","Basking shark",1
"253","NEFSC Right Whale Aerial Survey",42.30771,-67.63546,"2014","06","1","Basking shark",1
"254","NEFSC Right Whale Aerial Survey",43.4549,-68.19863,"2003","06","2","Basking shark",1
"255","AMAPPS Northeast Aerial Cruise Spring 2017",41.779045,-69.580795,"2017","06","1","basking shark",1
"256","NEFSC Right Whale Aerial Survey",43.12634,-69.21455,"2003","06","1","Basking shark",1
"257","NEFSC Right Whale Aerial Survey",43.91306,-67.81827,"2002","09","1","Basking shark",1
"258","NEFSC Right Whale Aerial Survey",42.83898,-69.43989,"2012","05","1","Basking shark",1
"259","NEFSC Right Whale Aerial Survey",43.60896,-68.31859,"2009","07","1","Basking shark",1
"260","NEFSC Right Whale Aerial Survey",41.07446,-71.32272,"2010","05","1","Basking shark",1
"261","NEFSC Right Whale Aerial Survey",41.98754,-68.16678,"2008","06","1","Basking shark",1
"262",NA,43.2469158173,-69.5548820496,"2005","07",NA,NA,1
"263","NEFSC Right Whale Aerial Survey",43.58916,-69.42842,"2005","07","2","Basking shark",1
"264","NEFSC Right Whale Aerial Survey",40.604,-70.47286,"2006","10","1","Basking shark",1
"265","NEFSC Right Whale Aerial Survey",43.56944,-68.13233,"2014","06","1","Basking shark",1
"266","NEFSC Right Whale Aerial Survey",41.58699,-69.12829,"2015","05","1","Basking shark",1
"267","NEFSC Right Whale Aerial Survey",41.59922,-69.46294,"2015","05","1","Basking shark",1
"268","USGS Patuxent Wildlife Research Center Seabirds Database",43.03833,-69.157,"2005","07","1","Basking Shark",1
"269","NEFSC Right Whale Aerial Survey",42.56673,-69.94505,"2012","07","1","Basking shark",1
"270","NEFSC Right Whale Aerial Survey",42.55514,-68.91787,"2009","07","1","Basking shark",1
"271","NEFSC Right Whale Aerial Survey",42.70329,-69.22257,"2012","05","1","Basking shark",1
"272","NEFSC Right Whale Aerial Survey",41.89667,-69.63567,"2007","06","1","Basking shark",1
"273","NEFSC Right Whale Aerial Survey",41.44133,-69.23767,"2003","09","1","Basking shark",1
"274","NEFSC Right Whale Aerial Survey",41.90056,-68.58672,"2002","06","2","Basking shark",1
"275","AMAPPS Northeast Aerial Cruise Summer 2021",42.185913,-68.319099,"2021","08","1","Basking shark",1
"276","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",43.84,-67.52,"2007","08","1","basking shark",1
"277","USGS Patuxent Wildlife Research Center Seabirds Database",43.19517,-69.67067,"2005","07","1","Basking Shark",1
"278","NEFSC Right Whale Aerial Survey",41.28213,-69.05233,"2002","06","1","Basking shark",1
"279","NEFSC Right Whale Aerial Survey",44.08434,-67.79226,"2015","06","1","Basking shark",1
"280","NEFSC Right Whale Aerial Survey",43.18545,-67.6565,"2015","06","1","Basking shark",1
"281","NEFSC Right Whale Aerial Survey",41.79787,-68.3983,"2016","05","1","Basking shark",1
"282","NEFSC Aerial Circle-Back Abundance Survey 2004",42.014,-69.62421,"2004","06","3","basking shark",1
"283","NEFSC Right Whale Aerial Survey",41.66589,-69.10983,"2016","05","1","Basking shark",1
